Company_Name,Headquarters_Location,Year_Founded,Employee_Count,Annual_Revenue_Billion_USD,Market_Segment,Location,Server_Count,Graphics_Cards_Used,Total_Storage_TB,Average_Uptime_Percentage,Server_Type,Electricity_Rate_USD_per_kWh,Hours_Operated,Power_Usage_Watts,Electricity_Cost_USD,Manufacturer,Model,Memory_Size_GB,Core_Clock_MHz,Boost_Clock_MHz,Memory_Type,TDP_Watts,Price_USD
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,500.0,"AX900-6, GX500-15, RT300-7, Elite4K-2, AX900-2",857.0,98.0,Type B,0.15,3000.0,1389.0,625.05,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,10.0,"Elite4K-4, Pro1000-3, Pro1000-12",941.0,99.07,Type A,0.25,1000.0,1264.0,316.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,500.0,"RT300-20, GX500-10",841.0,98.9,Type E,0.12,3000.0,702.0,252.72,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,50.0,"Elite4K-17, RT300-13, Pro1000-19, AX900-17",616.0,99.74,Type D,0.15,5000.0,1013.0,759.75,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,10.0,"Pro1000-9, AX900-19",795.0,99.03,Type A,0.1,4000.0,1008.0,403.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,100.0,"GX500-16, Elite4K-17, GX500-6, Pro1000-6",197.0,98.92,Type E,0.15,4000.0,762.0,457.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,200.0,"GX500-15, Elite4K-4",276.0,98.86,Type E,0.12,1000.0,735.0,88.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,100.0,Elite4K-3,264.0,98.04,Type B,0.15,1000.0,982.0,147.3,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,50.0,"GX500-12, GX500-2, AX900-19",784.0,99.96,Type D,0.2,4000.0,584.0,467.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,50.0,GX500-15,356.0,99.9,Type E,0.1,2000.0,552.0,110.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,100.0,"Elite4K-10, Pro1000-17, Elite4K-15",913.0,98.47,Type C,0.12,3000.0,992.0,357.12,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,200.0,"GX500-4, RT300-16, Elite4K-14, AX900-1, GX500-11",567.0,99.72,Type E,0.1,2000.0,1406.0,281.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,100.0,RT300-15,369.0,99.79,Type D,0.1,2000.0,593.0,118.6,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,100.0,"RT300-11, AX900-4, AX900-7",277.0,99.65,Type E,0.2,1000.0,1198.0,239.6,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,100.0,"Pro1000-18, Elite4K-8, GX500-17, GX500-4",409.0,99.22,Type C,0.1,4000.0,1023.0,409.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,10.0,"GX500-4, RT300-5, RT300-19, AX900-1, RT300-6",492.0,98.93,Type B,0.12,2000.0,935.0,224.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,500.0,"AX900-9, AX900-5, Elite4K-14, RT300-18, RT300-8",374.0,98.92,Type A,0.2,2000.0,659.0,263.6,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,500.0,GX500-20,687.0,98.66,Type D,0.1,3000.0,1264.0,379.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,10.0,"AX900-5, RT300-16, Pro1000-1, RT300-2",137.0,98.2,Type A,0.15,5000.0,758.0,568.5,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,10.0,"GX500-6, GX500-7, AX900-15",899.0,99.5,Type D,0.12,5000.0,1229.0,737.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,500.0,"AX900-8, RT300-5, AX900-3, Pro1000-8",938.0,99.84,Type C,0.1,1000.0,1233.0,123.3,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,200.0,"RT300-2, Pro1000-14",933.0,99.38,Type D,0.12,1000.0,1274.0,152.88,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,100.0,"Elite4K-5, Elite4K-8, AX900-20, GX500-18",703.0,99.73,Type E,0.1,2000.0,677.0,135.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,50.0,"AX900-8, GX500-5, Pro1000-20",820.0,98.14,Type C,0.15,4000.0,1416.0,849.6,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,50.0,AX900-18,434.0,98.41,Type E,0.12,5000.0,570.0,342.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,100.0,"AX900-6, AX900-5, GX500-15, AX900-9, RT300-13",750.0,99.8,Type B,0.1,2000.0,690.0,138.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,100.0,"RT300-2, GX500-20, AX900-8, AX900-5, Pro1000-1",275.0,98.24,Type C,0.15,4000.0,1443.0,865.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,100.0,"AX900-2, Pro1000-8, Pro1000-17, Pro1000-9, RT300-19",103.0,99.9,Type C,0.1,3000.0,1207.0,362.1,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,200.0,"Elite4K-3, RT300-7",706.0,98.26,Type D,0.2,3000.0,1315.0,789.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,50.0,"RT300-6, Pro1000-12, Pro1000-14, AX900-14",661.0,98.28,Type E,0.15,4000.0,850.0,510.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,100.0,Pro1000-16,317.0,98.38,Type E,0.12,4000.0,533.0,255.84,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,10.0,GX500-10,964.0,98.94,Type D,0.1,1000.0,573.0,57.3,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,50.0,"RT300-20, Pro1000-19",827.0,98.07,Type C,0.2,3000.0,1259.0,755.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,50.0,RT300-20,825.0,98.66,Type D,0.15,5000.0,1204.0,903.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,500.0,"RT300-8, Elite4K-15, GX500-12, Elite4K-9",866.0,99.91,Type A,0.15,5000.0,518.0,388.5,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,100.0,Pro1000-19,149.0,99.42,Type D,0.1,5000.0,792.0,396.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,100.0,"GX500-10, GX500-7",565.0,98.69,Type B,0.12,1000.0,866.0,103.92,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,200.0,"Elite4K-5, Elite4K-11, Pro1000-4, Elite4K-10, Pro1000-1",857.0,99.53,Type E,0.25,4000.0,652.0,652.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,200.0,"RT300-13, GX500-6",483.0,98.05,Type A,0.25,1000.0,560.0,140.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,200.0,"GX500-3, RT300-14",526.0,98.24,Type D,0.2,1000.0,666.0,133.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,500.0,"Pro1000-1, Elite4K-16, GX500-12, Pro1000-16, Elite4K-8",646.0,99.14,Type A,0.2,2000.0,974.0,389.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,"Pro1000-9, RT300-7, RT300-18, Pro1000-13, AX900-15",885.0,99.41,Type D,0.2,1000.0,1299.0,259.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,Elite4K-4,106.0,99.25,Type E,0.25,4000.0,897.0,897.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"AX900-13, Elite4K-7, Elite4K-1",442.0,99.25,Type B,0.15,4000.0,1451.0,870.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,"RT300-7, Elite4K-2, RT300-17, GX500-20",241.0,99.22,Type D,0.1,3000.0,1184.0,355.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,200.0,"RT300-3, Pro1000-5, RT300-20, GX500-15",309.0,99.03,Type D,0.25,3000.0,578.0,433.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,"RT300-18, Elite4K-2",142.0,98.69,Type D,0.1,1000.0,1165.0,116.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"AX900-18, RT300-2",175.0,99.41,Type B,0.12,5000.0,1017.0,610.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,100.0,"RT300-14, GX500-11, Elite4K-3",807.0,99.38,Type C,0.12,5000.0,1152.0,691.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"AX900-8, GX500-20, AX900-16",385.0,98.42,Type A,0.25,1000.0,1299.0,324.75,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,"Pro1000-5, AX900-17, Elite4K-6",233.0,98.42,Type E,0.2,3000.0,807.0,484.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,GX500-11,715.0,99.69,Type C,0.1,3000.0,895.0,268.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,"RT300-3, RT300-15, Pro1000-7, Pro1000-19, Elite4K-2",926.0,99.45,Type C,0.1,2000.0,598.0,119.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,"GX500-9, Elite4K-15, RT300-1, Pro1000-7, Elite4K-12",635.0,99.83,Type D,0.25,3000.0,854.0,640.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"AX900-14, GX500-8",127.0,99.8,Type B,0.25,1000.0,1255.0,313.75,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,10.0,"Pro1000-16, GX500-3",468.0,99.13,Type A,0.12,1000.0,1361.0,163.32,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,500.0,"RT300-20, Pro1000-3, Elite4K-12, Elite4K-15",762.0,99.91,Type A,0.2,4000.0,548.0,438.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,500.0,"RT300-16, Pro1000-10, AX900-12, Elite4K-19",210.0,98.97,Type D,0.25,3000.0,1483.0,1112.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"Elite4K-10, GX500-16, Elite4K-7",829.0,99.52,Type B,0.25,3000.0,500.0,375.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,"Elite4K-4, Elite4K-9, RT300-16",233.0,99.85,Type A,0.25,5000.0,1081.0,1351.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"Elite4K-20, Pro1000-7, GX500-20",670.0,98.63,Type D,0.25,5000.0,1488.0,1860.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,500.0,"RT300-10, Pro1000-8, GX500-18",623.0,99.89,Type B,0.2,2000.0,900.0,360.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,500.0,"RT300-19, AX900-5, AX900-4, Pro1000-5, Elite4K-5",741.0,98.1,Type D,0.2,5000.0,796.0,796.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"Elite4K-11, RT300-5, Elite4K-4",718.0,98.37,Type B,0.25,4000.0,1437.0,1437.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,200.0,"Pro1000-12, AX900-4, Pro1000-20",304.0,98.76,Type D,0.1,4000.0,1215.0,486.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"RT300-6, Pro1000-5, AX900-9",338.0,99.35,Type A,0.25,2000.0,1325.0,662.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,500.0,Elite4K-4,434.0,98.77,Type A,0.12,2000.0,1337.0,320.88,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,"RT300-17, GX500-4, AX900-20",605.0,98.89,Type A,0.15,3000.0,1339.0,602.55,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,100.0,"Pro1000-19, RT300-11, AX900-18",730.0,99.18,Type C,0.1,2000.0,823.0,164.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,50.0,"RT300-9, RT300-1, Pro1000-20, Elite4K-1, Pro1000-3",372.0,98.18,Type B,0.25,2000.0,674.0,337.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"Pro1000-10, Elite4K-1",692.0,99.77,Type C,0.12,1000.0,1309.0,157.08,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,"AX900-4, RT300-6, RT300-14, Pro1000-7, AX900-10",760.0,98.98,Type D,0.15,3000.0,1196.0,538.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"GX500-14, GX500-5, RT300-18, AX900-7, AX900-11",298.0,98.1,Type D,0.1,2000.0,1321.0,264.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"Pro1000-5, Pro1000-15, Pro1000-16, AX900-20, GX500-3",334.0,99.06,Type C,0.2,5000.0,950.0,950.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,10.0,"GX500-13, Pro1000-2",491.0,99.45,Type C,0.2,3000.0,1170.0,702.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,"GX500-13, RT300-1, Elite4K-3",454.0,98.69,Type A,0.15,4000.0,1352.0,811.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,RT300-16,612.0,99.3,Type E,0.2,2000.0,1034.0,413.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,100.0,"Pro1000-1, GX500-19, Pro1000-15, RT300-3",434.0,98.06,Type D,0.12,2000.0,610.0,146.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,200.0,RT300-11,326.0,98.5,Type D,0.2,3000.0,1053.0,631.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,500.0,"Elite4K-19, RT300-3, GX500-13",891.0,99.18,Type D,0.25,5000.0,1138.0,1422.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,"Elite4K-20, Elite4K-4, GX500-7, Pro1000-7",828.0,100.0,Type D,0.15,4000.0,1165.0,699.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,500.0,"Pro1000-12, GX500-10, Pro1000-3, Pro1000-5",701.0,99.3,Type D,0.2,5000.0,1450.0,1450.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,50.0,"RT300-10, AX900-3",580.0,98.57,Type E,0.12,3000.0,803.0,289.08,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,"Elite4K-15, Elite4K-17, Pro1000-17, AX900-8",779.0,98.06,Type E,0.1,5000.0,714.0,357.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,500.0,"RT300-1, RT300-5, Pro1000-19",230.0,99.44,Type D,0.15,2000.0,718.0,215.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"Pro1000-15, AX900-8, Pro1000-4, Pro1000-7, Pro1000-8",579.0,99.23,Type A,0.12,4000.0,1118.0,536.64,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,AX900-1,865.0,99.72,Type D,0.1,1000.0,819.0,81.9,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,Elite4K-5,784.0,98.19,Type D,0.15,5000.0,1390.0,1042.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,500.0,Pro1000-3,633.0,98.99,Type B,0.2,1000.0,912.0,182.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,AX900-3,369.0,99.91,Type D,0.25,2000.0,610.0,305.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,Pro1000-17,694.0,99.86,Type C,0.15,1000.0,910.0,136.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,Pro1000-4,185.0,99.76,Type A,0.15,1000.0,738.0,110.7,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"AX900-18, AX900-7, Elite4K-20",890.0,99.39,Type E,0.25,5000.0,872.0,1090.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"AX900-12, Pro1000-19, GX500-18",987.0,98.66,Type E,0.1,5000.0,1104.0,552.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,500.0,"GX500-10, RT300-19, AX900-16",754.0,98.95,Type D,0.12,3000.0,980.0,352.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"RT300-20, Pro1000-6",864.0,99.37,Type D,0.2,1000.0,1323.0,264.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,"Elite4K-3, Elite4K-20",124.0,98.22,Type A,0.2,5000.0,1280.0,1280.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,50.0,"GX500-1, Pro1000-15, AX900-7, Pro1000-19",786.0,99.08,Type C,0.15,2000.0,1484.0,445.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,200.0,Pro1000-7,386.0,99.92,Type C,0.25,3000.0,1178.0,883.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"GX500-5, RT300-6",728.0,99.65,Type A,0.15,3000.0,1233.0,554.85,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"Elite4K-4, RT300-19, Elite4K-13, GX500-15",912.0,98.53,Type E,0.2,2000.0,1360.0,544.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"GX500-13, GX500-5",830.0,99.79,Type B,0.1,3000.0,1480.0,444.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,100.0,"RT300-2, RT300-14, GX500-2, Pro1000-17, RT300-6",101.0,98.57,Type E,0.15,2000.0,1473.0,441.9,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"RT300-12, RT300-14, AX900-15, RT300-8, Pro1000-13",843.0,99.74,Type E,0.12,3000.0,1444.0,519.84,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,"GX500-6, GX500-5",577.0,98.27,Type D,0.15,3000.0,1070.0,481.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,RT300-13,692.0,99.06,Type D,0.15,2000.0,833.0,249.9,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,50.0,"Pro1000-9, Elite4K-11",466.0,98.63,Type C,0.12,5000.0,1293.0,775.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,RT300-15,773.0,98.56,Type D,0.15,3000.0,889.0,400.05,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,50.0,"Pro1000-9, Pro1000-3, GX500-10, GX500-20",852.0,98.14,Type C,0.25,2000.0,686.0,343.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,"GX500-6, Pro1000-8, Elite4K-10",951.0,99.39,Type B,0.15,4000.0,724.0,434.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,50.0,"AX900-8, AX900-3, AX900-7",452.0,98.85,Type E,0.2,3000.0,851.0,510.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"GX500-14, Pro1000-4, GX500-11, RT300-4",169.0,99.21,Type A,0.25,1000.0,1196.0,299.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"RT300-9, Elite4K-1, AX900-17",425.0,98.95,Type E,0.25,1000.0,1267.0,316.75,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,10.0,"GX500-15, Pro1000-3, AX900-6, Elite4K-20",341.0,98.18,Type C,0.15,2000.0,776.0,232.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,"AX900-14, Pro1000-18, RT300-6, AX900-8",645.0,99.9,Type C,0.12,3000.0,1273.0,458.28,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,"RT300-8, AX900-20, Elite4K-11",894.0,98.89,Type E,0.1,4000.0,1230.0,492.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,Pro1000-12,621.0,99.09,Type E,0.12,3000.0,751.0,270.36,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,Elite4K-5,105.0,99.43,Type C,0.1,4000.0,878.0,351.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"Pro1000-12, AX900-3, GX500-10, Elite4K-4",820.0,98.21,Type B,0.25,3000.0,1116.0,837.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"AX900-5, GX500-11, RT300-1",993.0,98.58,Type A,0.12,3000.0,693.0,249.48,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"Pro1000-4, RT300-17, Elite4K-18",720.0,98.14,Type B,0.25,4000.0,1220.0,1220.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,RT300-6,983.0,98.18,Type E,0.25,5000.0,737.0,921.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,200.0,Pro1000-5,874.0,99.56,Type B,0.1,2000.0,953.0,190.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,"GX500-12, AX900-13, Pro1000-16, GX500-14, AX900-3",760.0,99.46,Type B,0.15,4000.0,1276.0,765.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,10.0,Pro1000-4,581.0,99.06,Type A,0.25,1000.0,734.0,183.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,"Pro1000-17, Pro1000-15, AX900-7",519.0,98.65,Type C,0.12,4000.0,1362.0,653.76,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,500.0,"Pro1000-8, RT300-7, AX900-17",791.0,99.36,Type A,0.2,1000.0,1363.0,272.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"Elite4K-5, Elite4K-3, GX500-20, RT300-2",915.0,98.41,Type B,0.25,2000.0,1393.0,696.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,AX900-3,780.0,98.11,Type C,0.1,3000.0,863.0,258.9,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,Pro1000-4,166.0,99.51,Type C,0.2,3000.0,1355.0,813.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"GX500-9, GX500-1, GX500-12",250.0,99.15,Type C,0.25,4000.0,1467.0,1467.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"RT300-11, AX900-14, GX500-4, AX900-19, AX900-6",422.0,98.52,Type D,0.2,4000.0,776.0,620.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"AX900-7, RT300-12, Pro1000-7, Pro1000-4, Elite4K-11",618.0,98.23,Type D,0.2,3000.0,1082.0,649.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"RT300-13, GX500-19, AX900-10",544.0,98.59,Type B,0.25,3000.0,1014.0,760.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"GX500-20, Pro1000-8",546.0,99.6,Type B,0.2,5000.0,1089.0,1089.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,RT300-15,260.0,98.55,Type E,0.1,5000.0,992.0,496.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,"RT300-8, GX500-13",169.0,99.48,Type A,0.2,2000.0,935.0,374.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,"Pro1000-19, Elite4K-10, GX500-10",753.0,98.35,Type C,0.12,2000.0,759.0,182.16,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"Elite4K-2, Pro1000-18, Pro1000-2, Elite4K-9, AX900-11",326.0,98.91,Type E,0.2,1000.0,1370.0,274.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,200.0,"RT300-15, RT300-6",544.0,99.04,Type E,0.1,2000.0,1188.0,237.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,"RT300-20, RT300-16, Elite4K-17, Elite4K-19, Pro1000-6",458.0,99.19,Type B,0.25,3000.0,1203.0,902.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,AX900-16,722.0,99.41,Type E,0.2,5000.0,1086.0,1086.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,GX500-17,895.0,99.33,Type A,0.15,1000.0,876.0,131.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,RT300-7,536.0,99.94,Type A,0.2,5000.0,1173.0,1173.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,"AX900-13, RT300-20, GX500-18, Pro1000-9, RT300-8",117.0,99.95,Type A,0.15,5000.0,670.0,502.5,,,,,,,,
